record_id,raw_source,raw_title,normalized_title,publication_date,source_publication,byline_or_credit,person_name_variant,muck_rack_url,original_url,url_status,evidence_status,duplicate_group_id,duplicate_status,confidence,notes
MR213,Muck Rack,Kommunledningen vill satsa på hyresrätter för unga,Kommunledningen vill satsa på hyresrätter för unga,2020-05-11,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/oo6OnE/kommunledningen-vill-satsa-pa-hyresratter-for-unga,https://www.svt.se/nyheter/lokalt/jonkoping/sa-vill-kommunen-bygga-lagenheter-i-jonkoping,original_url_found,verified_original,DG222,unique,high,"Muck Rack raw date: May 11, 2020. Original kandidat från Muck Rack-rubriklänk. Original verifierad mot Sveriges Television: titelmatchning och metadata."
MR214,Muck Rack,Wilma 22 år: ”Man får ju spara pengar hela sitt liv för en etta”,Wilma 22 år: ”Man får ju spara pengar hela sitt liv för en etta”,2020-05-11,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/oolEcF/wilma-22-ar-man-far-ju-spara-pengar-hela-sitt-liv-for-en-etta,https://www.svt.se/nyheter/lokalt/jonkoping/wilma-22-ar-man-far-ju-spara-pengar-hela-sitt-liv-for-en-etta,original_url_found,verified_original,DG223,unique,high,"Muck Rack raw date: May 10, 2020. Original kandidat från Muck Rack-rubriklänk. Original verifierad mot Sveriges Television: titelmatchning och metadata."
MR215,Muck Rack,Nu ska fler skolelever i Gnosjö bli simkunniga,Nu ska fler skolelever i Gnosjö bli simkunniga,2020-05-09,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/oo8CPR/nu-ska-fler-skolelever-i-gnosjo-bli-simkunniga,https://www.svt.se/nyheter/lokalt/jonkoping/nu-ska-fler-skolelever-i-gnosjo-bli-simkunniga,original_url_found,verified_original,DG224,unique,high,"Muck Rack raw date: May 09, 2020. Original kandidat från Muck Rack-rubriklänk. Original verifierad mot Sveriges Television: titelmatchning och metadata."
MR216,Muck Rack,J-Södra förbereder sig för säsongsstart,J-Södra förbereder sig för säsongsstart,2020-05-05,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/opDKMV/j-sodra-forbereder-sig-for-sasongsstart,https://www.svt.se/nyheter/lokalt/jonkoping/j-sodra-forbereder-for-match-om-en-manad,original_url_found,verified_original,DG225,unique,high,"Muck Rack raw date: May 05, 2020. Original kandidat från Muck Rack-rubriklänk. Original verifierad mot Sveriges Television: titelmatchning och metadata."
MR217,Muck Rack,Vänstern kör virtuellt första maj tåg i dataspel - Muf planerar motdemonstration,Vänstern kör virtuellt förstamajtåg i dataspel – Muf planerar motdemonstration,2020-04-30,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/opjB2R/vanstern-kor-virtuellt-forsta-maj-tag-i-dataspel-muf-planerar-motdemonstration,https://www.svt.se/nyheter/lokalt/jonkoping/muf-demonstrerar-mot-vansterpartiet-i-world-of-warcraft,original_url_found,verified_original,DG226,unique,high,"Muck Rack raw date: Apr 30, 2020. Original kandidat från Muck Rack-rubriklänk. Original verifierad mot Sveriges Television: titelmatchning och metadata."
MR218,Muck Rack,Så ska Socialdemokraterna fira första maj,Så ska Socialdemokraterna fira första maj,2020-04-30,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/opAVEf/sa-ska-socialdemokraterna-fira-forsta-maj,https://www.svt.se/nyheter/lokalt/jonkoping/socialdemokraterna-anordnar-digitalt-firande-forsta-maj,original_url_found,verified_original,DG227,unique,high,"Muck Rack raw date: Apr 29, 2020. Original kandidat från Muck Rack-rubriklänk. Original verifierad mot Sveriges Television: titelmatchning och metadata."
MR219,Muck Rack,Campingar i länet siktar på att ha sommaröppet,Campingar i länet siktar på att ha sommaröppet,2020-04-26,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/opI1dX/campingar-i-lanet-siktar-pa-att-ha-sommaroppet,https://www.svt.se/nyheter/lokalt/jonkoping/campingar-i-lanet-siktar-pa-att-ha-oppet-i-sommar,original_url_found,verified_original,DG228,unique,high,"Muck Rack raw date: Apr 25, 2020. Original kandidat från Muck Rack-rubriklänk. Muck Rack-utdrag innehåller även kredit/omnämnande: Simon Fredling Jack. Original verifierad mot Sveriges Television: titelmatchning och metadata."
MR220,Muck Rack,Studentfest i Hälsoparken: ”Jag tycker inte 150 personer ska samlas”,Studentfest i Hälsoparken: ”Jag tycker inte 150 personer ska samlas”,2020-04-23,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/oprN9K/studentfest-i-halsoparken-jag-tycker-inte-150-personer-ska-samlas,https://www.svt.se/nyheter/lokalt/jonkoping/studentfest-i-halsoparken,original_url_found,verified_original,DG229,unique,high,"Muck Rack raw date: Apr 23, 2020. Original kandidat från Muck Rack-rubriklänk. Original verifierad mot Sveriges Television: titelmatchning och metadata."
MR221,Muck Rack,Efter studenthäng - Högskolan i Jönköping skärper informationen,Efter studenthäng – Högskolan i Jönköping skärper informationen,2020-04-23,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/oprNzO/efter-studenthang-hogskolan-i-jonkoping-skarper-informationen,https://www.svt.se/nyheter/lokalt/jonkoping/efter-studenthang-hogskolan-i-jonkoping-gar-ut-med-mer-information,original_url_found,verified_original,DG230,unique,high,"Muck Rack raw date: Apr 23, 2020. Original kandidat från Muck Rack-rubriklänk. Original verifierad mot Sveriges Television: titelmatchning och metadata."
MR222,Muck Rack,Nej till hemarbete under coronapandemin - facket riktar kritik,Nej till hemarbete under coronapandemin – facket riktar kritik,2020-04-23,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/opr1qA/nej-till-hemarbete-under-coronapandemin-facket-riktar-kritik,https://www.svt.se/nyheter/lokalt/jonkoping/kommunanstallda-far-inte-arbeta-hemma-fackforbund-riktar-kritik,original_url_found,verified_original,DG231,unique,high,"Muck Rack raw date: Apr 23, 2020. Original kandidat från Muck Rack-rubriklänk. Original verifierad mot Sveriges Television: titelmatchning och metadata."
MR223,Muck Rack,Efterfrågan på kompressorer till respiratorer ökar,Efterfrågan på kompressorer till respiratorer ökar,2020-04-22,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/opxKFh/efterfragan-pa-kompressorer-till-respiratorer-okar,https://www.svt.se/nyheter/lokalt/jonkoping/efterfragan-pa-kompressorer-till-ventilatorer-okar,original_url_found,verified_original,DG232,unique,high,"Muck Rack raw date: Apr 21, 2020. Original kandidat från Muck Rack-rubriklänk. Original verifierad mot Sveriges Television: titelmatchning och metadata."
MR224,Muck Rack,Allt fler söker till högskolan i Jönköping,Allt fler söker till högskolan i Jönköping,2020-04-17,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/Nmyei/allt-fler-soker-till-hogskolan-i-jonkoping,https://www.svt.se/nyheter/lokalt/jonkoping/allt-fler-soker-till-hogskolan-i-jonkoping,original_url_found,verified_original,DG233,unique,high,"Muck Rack raw date: Apr 17, 2020. Original kandidat från Muck Rack-rubriklänk. Original verifierad mot Sveriges Television: titelmatchning och metadata."
MR225,Muck Rack,Beväpnade personer rånade hamburgerrestaurang,Beväpnade personer rånade hamburgerrestaurang,2020-04-15,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/NbNHM/bevapnade-personer-ranade-hamburgerrestaurang,https://www.svt.se/nyheter/lokalt/jonkoping/bevapnade-personer-ranade-hamburgerrestaurang,original_url_found,verified_original,DG234,unique,high,"Muck Rack raw date: Apr 15, 2020. Original kandidat från Muck Rack-rubriklänk. Original verifierad mot Sveriges Television: titelmatchning och metadata."
MR226,Muck Rack,Tre nya dödsfall i länet på grund av coronaviruset,Tre nya dödsfall i länet på grund av coronaviruset,2020-04-14,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/N2tZA/tre-nya-dodsfall-i-lanet-pa-grund-av-coronaviruset,https://www.svt.se/nyheter/lokalt/jonkoping/tre-nya-dodsfall-i-lanet-pa-grund-av-coronaviruset,original_url_found,verified_original,DG235,unique,high,"Muck Rack raw date: Apr 14, 2020. Original kandidat från Muck Rack-rubriklänk. Original verifierad mot Sveriges Television: titelmatchning och metadata."
MR227,Muck Rack,Bekräftat fall av covid-19 på vårdboende i Gislaved,Bekräftat fall av covid-19 på vårdboende i Gislaved,2020-04-14,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/N2bgi/bekraftat-fall-av-covid-19-pa-vardboende-i-gislaved,https://www.svt.se/nyheter/lokalt/jonkoping/bekraftat-fall-av-covid-19-pa-vardboende-i-gislaved,original_url_found,verified_original,DG236,unique,high,"Muck Rack raw date: Apr 14, 2020. Original kandidat från Muck Rack-rubriklänk. Original verifierad mot Sveriges Television: titelmatchning och metadata."
MR228,Muck Rack,Läkarförbundet: ”Kan bli problematiskt att bemanna framöver”,Läkarförbundet: ”Kan bli problematiskt att bemanna framöver”,2020-04-10,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/NZNAW/lakarforbundet-kan-bli-problematiskt-att-bemanna-framover,https://www.svt.se/nyheter/lokalt/jonkoping/lakarforbundet-kan-bli-problematiskt-att-bemanna-framover,original_url_found,verified_original,DG237,unique,high,"Muck Rack raw date: Apr 10, 2020. Original kandidat från Muck Rack-rubriklänk. Original verifierad mot Sveriges Television: titelmatchning och metadata."
MR229,Muck Rack,Restauranger kan tvingas stänga om gästerna sitter för tätt,Restauranger kan tvingas stänga om gästerna sitter för tätt,2020-04-09,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/N4jGv/restauranger-kan-tvingas-stanga-om-gasterna-sitter-for-tatt,https://www.svt.se/nyheter/lokalt/jonkoping/nu-utfors-coronakontroller-pa-restauranger-och-pubar,original_url_found,verified_original,DG238,unique,high,"Muck Rack raw date: Apr 09, 2020. Original kandidat från Muck Rack-rubriklänk. Original verifierad mot Sveriges Television: titelmatchning och metadata."
MR230,Muck Rack,Lång erfarenhet av Dreamhack kan möjliggöra Almedalsveckan digitalt,Lång erfarenhet av Dreamhack kan möjliggöra Almedalsveckan digitalt,2020-04-03,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/N9BaR/lang-erfarenhet-av-dreamhack-kan-mojliggora-almedalsveckan-digitalt,https://www.svt.se/nyheter/lokalt/jonkoping/lang-erfarenhet-av-dreamhack-kan-mojliggora-almedalen-digitalt,original_url_found,verified_original,DG239,unique,high,"Muck Rack raw date: Apr 03, 2020. Original kandidat från Muck Rack-rubriklänk. Original verifierad mot Sveriges Television: titelmatchning och metadata."
MR231,Muck Rack,Efter hårda vindar - flera larm om träd över vägar,Efter hårda vindar – flera larm om träd över vägar,2020-04-02,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/NgaOi/efter-harda-vindar-flera-larm-om-trad-over-vagar,https://www.svt.se/nyheter/lokalt/jonkoping/efter-harda-vindar-flera-larm-om-trad-over-vag,original_url_found,verified_original,DG240,unique,high,"Muck Rack raw date: Apr 02, 2020. Original kandidat från Muck Rack-rubriklänk. Original verifierad mot Sveriges Television: titelmatchning och metadata."
MR232,Muck Rack,Svenska kyrkan i Jönköping gör om gudstjänsten,Svenska kyrkan i Jönköping gör om gudstjänsten,2020-04-02,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/NgxyM/svenska-kyrkan-i-jonkoping-gor-om-gudstjansten,https://www.svt.se/nyheter/lokalt/jonkoping/svenska-kyrkan-i-jonkoping-gor-om-gudstjansten,original_url_found,verified_original,DG241,unique,high,"Muck Rack raw date: Apr 02, 2020. Original kandidat från Muck Rack-rubriklänk. Original verifierad mot Sveriges Television: titelmatchning och metadata."
MR233,Muck Rack,Fyra män anhållna för rånförsök och grovt hot,Fyra män anhållna för rånförsök och grovt hot,2020-03-27,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/XjIfp/fyra-man-anhallna-for-ranforsok-och-grovt-hot,https://www.svt.se/nyheter/lokalt/jonkoping/fyra-man-gripna-for-ranforsok-och-grovt-hot,original_url_found,verified_original,DG242,unique,high,"Muck Rack raw date: Mar 27, 2020. Original kandidat från Muck Rack-rubriklänk. Original verifierad mot Sveriges Television: titelmatchning och metadata."
MR234,Muck Rack,Vårdcentraler i länet storsatsar på digitala läkarbesök i coronatider,Vårdcentraler i länet storsatsar på digitala läkarbesök i coronatider,2020-03-24,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/X4WlH/vardcentraler-i-lanet-storsatsar-pa-digitala-lakarbesok-i-coronatider,https://www.svt.se/nyheter/lokalt/jonkoping/vardcentralerna-bra-liv-storsatsar-pa-digitala-lakarbsok-i-coronatider,original_url_found,verified_original,DG243,unique,high,"Muck Rack raw date: Mar 24, 2020. Original kandidat från Muck Rack-rubriklänk. Original verifierad mot Sveriges Television: titelmatchning och metadata."
MR235,Muck Rack,Ny verksamhet för våldsutsatta kvinnor i länet,Ny verksamhet för våldsutsatta kvinnor i länet,2020-03-22,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/XQOe6/ny-verksamhet-for-valdsutsatta-kvinnor-i-lanet,https://www.svt.se/nyheter/lokalt/jonkoping/ny-verksamhet-for-valdsutsatta-kvinnor-i-lanet,original_url_found,verified_original,DG244,unique,high,"Muck Rack raw date: Mar 22, 2020. Original kandidat från Muck Rack-rubriklänk. Original verifierad mot Sveriges Television: titelmatchning och metadata."
MR236,Muck Rack,Kvinna allvarligt skadad efter trafikolycka,Kvinna allvarligt skadad efter trafikolycka,2020-03-22,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/XQlTJ/kvinna-allvarligt-skadad-efter-trafikolycka,https://www.svt.se/nyheter/lokalt/jonkoping/kvinna-allvarligt-skadad-efter-trafikolycka-2,original_url_found,verified_original,DG245,unique,high,"Muck Rack raw date: Mar 22, 2020. Original kandidat från Muck Rack-rubriklänk. Original verifierad mot Sveriges Television: titelmatchning och metadata."
MR237,Muck Rack,900 liter diesel stulet,900 liter diesel stulet,2020-03-21,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/XBwwE/900-liter-diesel-stulet,https://www.svt.se/nyheter/lokalt/jonkoping/900-liter-diesel-stulet,original_url_found,verified_original,DG246,unique,high,"Muck Rack raw date: Mar 21, 2020. Original kandidat från Muck Rack-rubriklänk. Original verifierad mot Sveriges Television: titelmatchning och metadata."
MR238,Muck Rack,Aneby har bland landets högsta personalrotation inom hemtjänst,Aneby har bland landets högsta personalrotation inom hemtjänst,2020-03-18,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/X9Ri8/aneby-har-bland-landets-hogsta-personalrotation-inom-hemtjanst,https://www.svt.se/nyheter/lokalt/jonkoping/vaggeryd-har-bland-landets-hogsta-personalrotation-inom-hemtjanst,original_url_found,verified_original,DG247,unique,high,"Muck Rack raw date: Mar 18, 2020. Original kandidat från Muck Rack-rubriklänk. Original verifierad mot Sveriges Television: titelmatchning och metadata."
MR239,Muck Rack,”Regeringens besked kom inte som en överraskning”,”Regeringens besked kom inte som en överraskning”,2020-03-17,Sveriges Television,By Simon Fredling; Ellinor Eke-Göransson,Simon Fredling,https://muckrack.com/link/Xyq2W/regeringens-besked-kom-inte-som-en-overraskning,https://www.svt.se/nyheter/lokalt/jonkoping/skolor-borjar-nu-med-distansundervisning-beskedet-kom-inte-som-en-overraskning,original_url_found,verified_original,DG248,unique,high,"Muck Rack raw date: Mar 17, 2020. Original kandidat från Muck Rack-rubriklänk. Original verifierad mot Sveriges Television: titelmatchning och metadata."
MR240,Muck Rack,Livsmedelsverket om tomma hyllor i matbutiker: ”Livsmedel är inte på väg att ta slut”,Livsmedelsverket om tomma hyllor i matbutiker: ”Livsmedel är inte på väg att ta slut”,2020-03-13,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/DMer1/livsmedelsverket-om-tomma-hyllor-i-matbutiker-livsmedel-ar-inte-pa-vag-att-ta-slut,https://www.svt.se/nyheter/lokalt/jonkoping/livsmedelsverket-om-tomma-hyllor-matbutiker-livsmedel-ar-inte-pa-vag-att-ta-slut,original_url_found,verified_original,DG249,unique,high,"Muck Rack raw date: Mar 13, 2020. Original kandidat från Muck Rack-rubriklänk. Original verifierad mot Sveriges Television: titelmatchning och metadata."
